User_ID,Age,Gender,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location
464,46,Female,8.96,27,2.77,1.29,4.9,New York
465,30,Female,9.36,18,4.13,2.25,2.98,Chicago
466,29,Male,10.17,20,3.16,3.46,3.55,Chicago
467,48,Female,7.63,21,3.92,3.67,0.04,New York
468,19,Male,10.56,14,2.99,4.98,2.59,Phoenix
469,52,Female,3.7,10,2.07,1.44,0.19,Phoenix
470,40,Male,10.33,19,4.79,2.69,2.85,Chicago
471,34,Male,9.98,17,2.71,2.67,4.6,Los Angeles
472,43,Female,9.9,12,3.03,2.03,4.84,Houston
473,25,Male,4.65,17,1.1,0.85,2.7,Los Angeles
474,46,Male,10.31,17,3.13,4.89,2.29,Phoenix
475,43,Female,11.86,25,2.86,4.27,4.73,Los Angeles
476,27,Male,6.78,9,0.92,2.49,3.37,Houston
477,43,Female,3.64,15,0.3,3.02,0.32,Los Angeles
478,51,Female,6.49,19,3.02,1.14,2.33,Los Angeles
479,58,Female,7.74,11,3.82,2.72,1.2,Los Angeles
480,24,Male,8.44,10,2.62,3.47,2.35,Los Angeles
481,21,Male,5.99,22,1.13,2.58,2.28,New York
482,28,Male,11.19,28,3.33,4.95,2.91,Phoenix
483,46,Female,5.24,29,0.4,3.06,1.78,Houston
484,53,Male,4.88,23,2.21,1.85,0.82,Phoenix
485,42,Female,7.2,20,0.82,3.86,2.52,New York
486,38,Female,5.92,15,0.92,0.85,4.15,New York
487,53,Male,6.25,18,1.01,1.92,3.32,New York
488,27,Female,5.35,11,1.93,1.73,1.69,New York
489,54,Male,7.1,14,0.26,2.16,4.68,Los Angeles
490,26,Male,10.46,14,1.99,3.91,4.56,Phoenix
491,41,Male,6.03,8,2.56,2.42,1.05,Chicago
492,52,Male,6.59,21,2.42,3.97,0.2,Houston
493,52,Male,8.5,9,1.91,2.88,3.71,New York
494,53,Female,10.05,27,4.2,1.71,4.14,Phoenix
495,35,Female,9.62,5,0.73,4.05,4.84,New York
496,56,Female,8.17,18,2.53,1.19,4.45,New York
497,49,Male,4.43,20,0.31,1.12,3,New York
498,41,Male,5.53,18,0.36,2.52,2.65,New York
499,40,Male,4.31,25,2.87,1.3,0.14,New York
500,49,Female,4.11,9,2.83,0.05,1.23,Houston
501,54,Male,9.93,6,4.39,3.24,2.3,Phoenix
502,29,Female,8.49,29,2.79,2.56,3.14,New York
503,30,Female,9.82,27,4.8,2.23,2.79,New York
504,40,Male,8.78,10,0.24,4.83,3.71,New York
505,42,Male,4.75,15,0.49,2.86,1.4,New York
506,52,Female,7.36,15,0.22,4.32,2.82,Los Angeles
507,58,Male,2.07,19,0.93,0.7,0.44,Los Angeles
508,47,Female,7.63,19,2.71,2.85,2.07,Chicago
509,34,Male,11.32,7,3.23,4.34,3.75,New York
510,37,Male,6.62,8,0.23,2.92,3.47,Chicago
511,42,Female,13.27,21,4.73,3.59,4.95,Houston
512,39,Male,7.46,15,4.21,1.86,1.39,Chicago
513,30,Female,4.43,27,1.48,0.46,2.49,Phoenix
514,36,Male,4.33,28,0.39,2.29,1.65,Los Angeles
515,53,Female,5.02,16,0.85,1.97,2.2,Los Angeles
516,29,Female,9.25,24,0.63,4.34,4.28,New York
517,58,Male,5.26,6,0.62,1.22,3.42,New York
518,36,Female,11.83,9,2.59,4.83,4.41,Houston
519,29,Male,7.04,10,1.23,4.79,1.02,Houston
520,26,Male,7.4,27,1.79,1.24,4.37,Phoenix
521,24,Male,6.99,15,4.95,1.74,0.3,New York
522,45,Female,12.34,29,3.42,4.48,4.44,New York
523,31,Female,11.22,8,4.74,4.83,1.65,Houston
524,48,Male,4.5,8,0.71,2.22,1.57,Houston
525,36,Male,6.07,26,1.91,1.6,2.56,Houston
526,33,Female,10.1,23,2.77,2.63,4.7,Los Angeles
527,22,Male,4.06,5,0.38,3.44,0.24,Chicago
528,52,Male,3.15,5,0.02,1.37,1.76,Chicago
529,29,Female,11.31,15,3.35,3.68,4.28,New York
530,42,Male,5.45,24,3.21,0.26,1.98,Los Angeles
531,38,Female,3.3,4,2.05,0.25,1,Houston
532,53,Male,6.5,18,2.45,1.93,2.12,New York
533,40,Female,5.78,24,2.08,1.77,1.93,Los Angeles
534,33,Male,6.28,8,0.12,1.58,4.58,Phoenix
535,56,Male,7.95,10,1.68,2.46,3.81,Los Angeles
536,59,Female,5.02,25,0.89,1.6,2.53,New York
537,56,Male,6.39,10,0.49,0.96,4.94,Chicago
538,31,Female,8.66,27,4.78,1.55,2.33,Houston
539,48,Male,8.16,8,3,4.87,0.29,Phoenix
540,22,Female,7.01,16,3.64,2.06,1.31,Los Angeles
541,52,Female,5.98,5,1.58,2.22,2.18,New York
542,40,Female,5.63,12,1.97,2.88,0.78,New York
543,46,Female,10.84,5,1.18,4.92,4.74,Houston
544,28,Male,5.52,29,0.48,1.21,3.83,New York
545,35,Male,5.65,14,0.9,3.41,1.34,New York
546,29,Female,10.52,19,3.99,3.58,2.95,Houston
547,26,Female,10.04,29,3.39,3.04,3.61,Phoenix
548,27,Female,7.88,7,2.73,0.44,4.71,Chicago
549,34,Male,10.17,22,2.38,3.38,4.41,Chicago
550,55,Male,7.51,27,4.61,0.32,2.58,Los Angeles
551,24,Male,7.21,11,0.36,2.98,3.87,Phoenix
552,30,Male,7.91,23,1.4,3.7,2.81,Los Angeles
553,57,Female,5.56,28,1.75,1.05,2.76,Chicago
554,59,Female,8.69,22,3.91,4.21,0.57,Houston
555,26,Female,5.74,9,4.96,0.15,0.63,New York
556,44,Male,8.07,24,1.2,4.22,2.65,Chicago
557,19,Male,8.01,6,4.37,2.3,1.34,Phoenix
558,22,Male,5.35,15,4.15,1.09,0.11,Chicago
559,46,Female,5.4,15,1.12,0.67,3.61,Phoenix
560,54,Female,6.93,12,2,4.77,0.16,Phoenix
561,55,Male,5.39,20,2.05,0.36,2.98,Phoenix
562,36,Female,8.59,19,4.89,1,2.7,Los Angeles
563,25,Male,7.48,22,0.9,1.74,4.84,Houston
564,18,Male,9.52,22,4,3.1,2.42,Chicago
565,39,Female,4.71,15,1.67,2.72,0.32,Houston
566,34,Male,7.04,19,3.65,0.63,2.76,New York
567,24,Female,7.76,24,2.1,1.45,4.21,Chicago
568,42,Male,9.06,6,2.89,1.19,4.98,Houston
569,21,Female,7.38,3,4.16,1.07,2.15,Houston
570,53,Female,7.68,3,4.02,2.06,1.6,New York
571,23,Female,12.38,17,4.33,3.52,4.53,Phoenix
572,48,Male,2.35,15,0.3,1.09,0.96,Chicago
573,36,Male,8.37,19,3.46,1.83,3.08,Chicago
574,56,Female,4.68,26,0.7,1.95,2.03,New York
575,44,Female,7.17,28,2.08,4.88,0.21,Phoenix
576,27,Male,9.25,10,2.74,4.77,1.74,Chicago
577,43,Male,7.34,20,2.01,4,1.33,Chicago
578,36,Male,7.24,29,2.6,1.21,3.43,Chicago
579,56,Female,10.06,15,4.98,0.34,4.74,Phoenix
580,20,Male,3.6,25,0.68,1.58,1.34,New York
581,30,Male,8.77,16,3.38,1.33,4.06,Chicago
582,45,Female,4.79,10,1.98,2.53,0.28,Houston
583,37,Male,7.25,10,0.67,3.89,2.69,Phoenix
584,45,Male,5.43,29,0.79,4.29,0.35,Los Angeles
585,25,Male,13.64,28,4.75,4.22,4.67,New York
586,58,Female,10.03,17,4.4,1.8,3.83,Houston
587,56,Female,11.27,29,4.54,3.44,3.29,Chicago
588,18,Female,10.64,15,4.96,1.56,4.12,Los Angeles
589,20,Female,4.58,9,1.04,0.3,3.24,New York
590,30,Female,10.13,7,1.78,3.51,4.84,Phoenix
591,45,Female,6.97,19,3.35,0.05,3.57,Los Angeles
592,42,Female,9.09,27,2.42,2.05,4.62,Los Angeles
593,50,Male,6.33,18,2.09,1.65,2.59,Houston
594,55,Male,5.85,25,1.79,3.47,0.59,New York
595,23,Female,9.44,4,2.97,3.83,2.64,Houston
596,49,Male,5.03,24,2.88,1.52,0.63,Houston
597,38,Male,7.83,20,0.81,4.06,2.96,Chicago
598,33,Female,6.24,19,2.36,1.47,2.41,Phoenix
599,38,Male,8.11,9,2.77,2.23,3.11,Los Angeles
600,28,Male,6.54,15,2.85,3.64,0.05,New York
601,54,Male,5.48,20,1.05,3.46,0.97,Phoenix
602,53,Male,11.11,16,3.71,4.94,2.46,Phoenix
603,52,Male,6.01,20,0.13,1.13,4.75,New York
604,36,Female,7,15,1.77,3.31,1.92,Phoenix
605,37,Female,9.07,13,3.9,3.05,2.12,Chicago
606,35,Female,10.97,23,2.82,4.58,3.57,Phoenix
607,58,Male,5.11,23,1.31,0.78,3.02,Chicago
608,31,Female,8.72,18,3.47,3.76,1.49,Los Angeles
609,32,Male,7.73,25,2.84,2.84,2.05,Los Angeles
610,48,Male,6.44,19,3.98,1.37,1.09,Houston
611,18,Male,10.88,10,3.68,2.37,4.83,Chicago
612,20,Male,5.37,21,3.05,1.67,0.65,Los Angeles
613,33,Female,7.2,22,2.44,2.9,1.86,Phoenix
614,40,Female,5.25,17,0.67,4.45,0.13,New York
615,28,Male,5.27,11,1.31,2.85,1.11,New York
616,29,Female,9.16,22,2.1,3.16,3.9,Chicago
617,27,Male,6.6,12,3,2.59,1.01,Houston
618,49,Female,3.23,14,2.57,0.26,0.4,Phoenix
619,33,Female,4.97,23,1.44,1.16,2.37,Chicago
620,25,Male,2.54,25,0.03,2.46,0.05,New York
621,55,Female,4.45,22,2.48,1.55,0.42,Chicago
622,29,Male,6.38,3,1.43,0.91,4.04,Phoenix
623,41,Female,10.05,27,3.67,2.52,3.86,Los Angeles
624,45,Male,6.31,22,0.12,1.61,4.58,Phoenix
625,25,Male,8.48,11,2.92,1.29,4.27,Los Angeles
626,45,Female,10.45,24,4.71,2.32,3.42,Los Angeles
627,53,Female,1.8,17,0.87,0.67,0.26,Los Angeles
628,43,Male,10.91,3,2.36,4.64,3.91,Chicago
629,25,Female,9.03,14,0.46,4.34,4.23,New York
630,45,Female,10.67,5,3.13,3.54,4,Chicago
631,45,Male,5.82,13,2.75,0.53,2.54,New York
632,54,Male,7.08,4,2.04,3.88,1.16,Phoenix
633,58,Female,10.88,18,2.61,4.04,4.23,Houston
634,53,Male,11.96,11,4.48,3.84,3.64,Phoenix
635,44,Male,6.45,17,0.98,0.57,4.9,Chicago
636,34,Male,4.11,14,0.11,3.22,0.78,Chicago
637,26,Female,9.61,3,4.31,4.17,1.13,New York
638,50,Female,6.84,15,2.89,2.89,1.06,Chicago
639,37,Male,11.64,16,4.45,3.23,3.96,Los Angeles
640,30,Female,6.2,27,2.98,2.29,0.93,Chicago
641,45,Male,7.02,27,4.05,2.64,0.33,New York
642,46,Female,7.31,10,2.15,0.17,4.99,New York
643,30,Male,7.06,10,3.75,3.19,0.12,Los Angeles
644,52,Male,9.16,29,4.57,0.41,4.18,New York
645,23,Female,6.87,14,2.86,2.18,1.83,Houston
646,35,Male,6.57,3,0.9,1.46,4.21,Phoenix
647,22,Female,6.84,13,1.34,2.73,2.77,Chicago
648,42,Female,6.17,10,0.99,0.67,4.51,Houston
649,19,Male,9.32,12,1.23,3.46,4.63,Chicago
650,27,Male,5.56,21,1.53,3.98,0.05,Houston
651,47,Female,3.98,13,2.78,0.82,0.38,Chicago
652,22,Male,4.71,9,2.94,0.52,1.25,Los Angeles
653,50,Male,6.21,13,2.13,0.73,3.35,New York
654,18,Male,11.91,19,3.08,4.39,4.44,New York
655,35,Male,5.35,3,0.41,2.64,2.3,Los Angeles
656,49,Male,5.81,28,0.44,2.34,3.03,Houston
657,28,Female,2.33,23,0.86,0.53,0.94,Phoenix
658,38,Female,9.86,23,2.59,3.25,4.02,Houston
659,43,Male,10.25,10,1.07,4.34,4.84,New York
660,42,Male,6.9,25,1.42,4.14,1.34,Phoenix
661,39,Male,7.6,26,2,3.13,2.47,Chicago
662,44,Female,4.87,8,4.06,0.38,0.43,Phoenix
663,30,Male,3.43,24,0.07,0.56,2.8,Houston
664,50,Female,6.01,20,3.25,0.25,2.51,Los Angeles
665,51,Female,5.35,8,3.34,1.29,0.72,Chicago
666,58,Female,6.88,7,3.99,0.68,2.21,Houston
667,52,Male,7.63,15,4.66,1.3,1.67,Chicago
668,18,Female,4.64,21,0.1,1.93,2.61,Phoenix
669,38,Male,8.41,24,0.77,4.71,2.93,New York
670,23,Female,7.52,10,4.43,3.05,0.04,Houston
671,45,Male,10.27,11,2.29,4.17,3.81,Los Angeles
672,34,Female,9.94,19,2.82,3.55,3.57,Phoenix
673,22,Male,5.71,5,3.32,0.56,1.83,Houston
674,48,Female,7.34,21,3.4,3.68,0.26,Los Angeles
675,22,Male,9.81,13,4.66,1.38,3.77,Houston
676,55,Male,12.96,26,4.98,3.2,4.78,Phoenix
677,20,Male,6.5,19,3.6,1.7,1.2,Houston
678,40,Male,8.05,23,1.44,4.99,1.62,Chicago
679,54,Female,6.64,21,4.4,1.32,0.92,Phoenix
680,54,Female,4.53,4,0.25,1.4,2.88,Houston
681,27,Male,6.58,10,1.16,4.65,0.77,New York
682,27,Female,6.39,21,4.49,0.12,1.78,Houston
683,36,Male,8.25,9,1.28,3.48,3.49,Chicago
684,34,Male,7.53,29,1.1,3.63,2.8,Los Angeles
685,38,Female,6.8,19,0.69,4.18,1.93,Los Angeles
686,31,Male,11.27,8,4.3,4.87,2.1,Los Angeles
687,26,Male,10.19,21,2.5,4.88,2.81,New York
688,18,Female,3.73,26,3.37,0.33,0.03,Chicago
689,30,Male,5.7,8,1.2,4.11,0.39,Phoenix
690,21,Male,11.43,4,3.79,3.23,4.41,Los Angeles
691,18,Male,7.43,8,3.8,3.24,0.39,Chicago
692,57,Male,5.73,25,1.56,0.64,3.53,Houston
693,49,Female,9.9,7,2.05,3.25,4.6,New York
694,51,Female,7.31,21,1.05,4.91,1.35,Chicago
695,45,Female,11.29,22,4.88,4.56,1.85,Chicago
696,48,Male,8.27,6,3.23,2.2,2.84,Phoenix
697,25,Male,9.28,24,4.67,0.2,4.41,Chicago
698,56,Female,8.04,28,1.52,1.81,4.71,Phoenix
699,43,Male,11.74,19,3.91,4.13,3.7,New York
700,51,Male,7.77,13,3.83,3.51,0.43,New York
701,20,Male,9.11,6,3.46,2.3,3.35,Houston
702,29,Male,7.16,28,4.83,0.28,2.05,Phoenix
703,18,Female,6.45,15,1.97,2.13,2.35,Phoenix
704,22,Female,3.25,22,0.65,2.35,0.25,Los Angeles
705,47,Female,8.96,28,3.36,4.64,0.96,Los Angeles
706,47,Male,10.81,19,3.65,3.21,3.95,Houston
707,34,Female,6.71,11,2.88,1.56,2.27,New York
708,40,Female,5.17,6,1.03,2.63,1.51,Los Angeles
709,32,Male,4.77,25,2.52,0.33,1.92,Chicago
710,54,Male,10.69,16,1.56,4.86,4.27,New York
711,38,Female,7.68,21,2.14,1.8,3.74,Chicago
712,31,Female,6.98,28,3.23,2.39,1.36,Phoenix
713,19,Female,6.1,5,3.73,1.78,0.59,New York
714,28,Female,5.83,16,1.16,3.41,1.26,Houston
715,56,Male,9.94,10,2.03,3.31,4.6,Phoenix
716,55,Female,7.84,26,1.35,3.58,2.91,Phoenix
717,51,Female,5,29,0.99,1.34,2.67,Chicago
718,55,Male,8.48,3,3.92,1.58,2.98,Phoenix
719,51,Female,7.01,12,4.55,0.63,1.83,Los Angeles
720,35,Male,9.17,20,1.85,3.28,4.04,New York
721,47,Male,6.58,18,3.76,0.2,2.62,Los Angeles
722,32,Male,8.05,10,4.48,2.99,0.58,Chicago
723,44,Female,9.23,3,4.23,4.35,0.65,Chicago
724,51,Female,8.04,14,0.91,4.45,2.68,New York
725,55,Male,11.71,10,4.78,2.25,4.68,Phoenix
726,50,Female,5.72,26,1.88,2.3,1.54,Houston
727,41,Female,6.43,18,1.7,0.38,4.35,Chicago
728,32,Male,7.48,20,0.31,3.35,3.82,New York
729,47,Male,7.78,6,2.43,4.11,1.24,Houston
730,59,Female,1.95,8,0.55,1.22,0.18,Phoenix
731,34,Male,3.86,14,1.24,2.11,0.51,Chicago
732,22,Female,9.41,29,1.58,4.19,3.64,New York
733,46,Female,9.43,11,4.04,4.39,1,New York
734,21,Female,7.46,17,4.38,1.22,1.86,New York
735,27,Female,6.77,18,1.51,2.75,2.51,Chicago
736,34,Male,8.88,26,4.29,0.96,3.63,Houston
737,27,Male,5.37,14,4.29,0.51,0.57,New York
738,34,Male,10.41,26,3.82,4.56,2.03,Phoenix
739,37,Male,7.26,25,0.73,4.1,2.43,New York
740,41,Female,9.95,16,3.45,3.8,2.7,Houston
741,22,Female,9.06,15,4.73,0.24,4.09,Chicago
742,51,Male,8.49,27,3.41,4.22,0.86,New York
743,23,Female,7.89,4,1.66,2.19,4.04,New York
744,19,Female,7.67,5,2.5,1.71,3.46,Phoenix
745,30,Female,8.74,28,3.23,2.73,2.78,Phoenix
746,28,Male,6.51,26,2.55,0.46,3.5,New York
747,40,Male,6.44,24,0.6,3.78,2.06,New York
748,33,Male,5.16,12,1.56,2.91,0.69,Phoenix
749,48,Female,8.27,11,4.01,0.93,3.33,Houston
750,28,Male,7.87,28,4.31,0.94,2.62,Los Angeles
751,33,Male,4.81,22,0.69,0.92,3.2,Los Angeles
752,25,Male,6.74,10,4.76,0.29,1.69,New York
753,21,Male,9.11,12,1.64,2.94,4.53,Phoenix
754,57,Male,10.45,21,3.31,4.2,2.94,Chicago
755,21,Male,4.28,5,3.76,0.09,0.43,Chicago
756,42,Female,6.56,26,4.06,0.25,2.25,Los Angeles
757,20,Female,11.37,7,4.73,2.86,3.78,Houston
758,49,Male,9.63,5,1.56,4.1,3.97,Los Angeles
759,20,Male,8.39,28,4.29,1.63,2.47,New York
760,44,Female,6.88,29,0.66,1.75,4.47,Houston
761,46,Female,7.85,18,3.53,2.98,1.34,Chicago
762,49,Male,7.13,19,3.71,1.37,2.05,Phoenix
763,36,Male,8.01,17,3.39,0.13,4.49,Phoenix
764,38,Male,9.42,5,1.26,3.68,4.48,New York
765,22,Male,10.93,14,4.37,3.13,3.43,Los Angeles
766,35,Female,8.03,11,0.84,2.9,4.29,New York
767,45,Male,4.42,23,0.27,3.71,0.44,Phoenix
768,59,Male,11.29,14,3.59,3.38,4.32,Chicago
769,39,Male,5.01,28,2.38,1.03,1.6,Phoenix
770,38,Male,6.9,17,4.25,1.76,0.89,Houston
771,23,Female,3.75,4,1.92,0.63,1.2,Phoenix
772,18,Female,3.58,25,0.84,0.65,2.09,Phoenix
773,22,Female,8.82,20,4.18,3.38,1.26,Houston
774,58,Male,8.63,22,2.74,4.29,1.6,Los Angeles
775,29,Male,6.43,14,0.95,4.81,0.67,Phoenix
776,43,Female,8.22,25,3.6,3.14,1.48,New York
777,51,Male,6.34,6,2.56,0.92,2.86,Phoenix
778,31,Male,5.76,25,3.02,0.53,2.21,New York
779,43,Female,8.09,18,2.3,4.06,1.73,Houston
780,44,Female,10.76,25,4.14,2.89,3.73,Phoenix
781,26,Female,11.71,18,4.15,3.09,4.47,Houston
782,43,Female,11.24,3,3.55,3.91,3.78,Houston
783,39,Male,5.71,24,0.53,3.52,1.66,Los Angeles
784,47,Male,12.08,27,4.19,4.17,3.72,Phoenix
785,34,Female,4.4,4,3.36,0.28,0.76,New York
786,43,Male,7.88,5,3.49,3.74,0.65,New York
787,53,Female,7.79,28,1.81,4.25,1.73,Phoenix
788,18,Female,9.87,23,4.4,1.43,4.04,Los Angeles
789,25,Male,8.06,27,3.63,3.2,1.23,Los Angeles
790,52,Female,2.45,22,0.56,1.57,0.32,Los Angeles
791,32,Male,7.49,19,2.04,4.79,0.66,New York
792,39,Male,8.89,22,4.43,0.17,4.29,Houston
793,31,Male,6.31,24,0.24,2.9,3.17,Los Angeles
794,43,Male,6.91,23,4.81,0.83,1.27,New York
795,45,Female,9.74,3,3.4,3.56,2.78,New York
796,40,Male,6.68,22,3.16,0.88,2.64,Houston
797,31,Female,5.81,8,1.35,1.18,3.28,Phoenix
798,41,Female,4.88,17,1.24,2.47,1.17,Phoenix
799,19,Female,13.6,28,4.71,4.57,4.32,Los Angeles
800,43,Female,4.1,28,1.49,1.06,1.55,Los Angeles
801,31,Male,8.07,16,3.88,0.72,3.47,Houston
802,24,Male,5.84,22,1.97,3.79,0.08,Los Angeles
803,20,Female,5.06,17,0.7,2.5,1.86,Houston
804,40,Female,6.37,16,0.05,4.56,1.76,New York
805,35,Male,6.17,27,2.72,0.73,2.72,Los Angeles
806,55,Female,8.47,23,4.88,3.23,0.36,New York
807,52,Male,6.96,26,1.85,1.16,3.95,Chicago
808,32,Female,3.66,27,1.79,0.78,1.09,Houston
809,42,Male,8.53,28,1.72,3.42,3.39,Chicago
810,54,Female,9.59,7,2.6,2.97,4.02,Los Angeles
811,45,Female,8.78,8,2.2,3.77,2.81,New York
812,27,Male,9.65,19,4.4,1.55,3.7,Los Angeles
813,56,Female,8.08,13,2.53,2.24,3.31,Chicago
814,34,Female,6.35,18,2.54,2.03,1.78,Los Angeles
815,56,Male,9.65,14,0.69,4.92,4.04,Phoenix
816,39,Female,7.84,17,4.91,1.46,1.47,Chicago
817,43,Male,5.58,25,1.25,1.47,2.86,Los Angeles
818,42,Male,5.87,6,0.37,1.77,3.73,New York
819,34,Female,8.03,29,3.32,2.82,1.89,Los Angeles
820,30,Female,5.75,20,2.98,1.26,1.51,New York
821,37,Female,8.96,23,2.08,4.58,2.3,Phoenix
822,42,Female,7.53,5,2.11,1.33,4.09,Los Angeles
823,21,Female,13.06,24,3.93,4.48,4.65,Phoenix
824,27,Female,4.23,10,0.98,0.52,2.73,Chicago
825,20,Female,10.69,25,4.1,3.28,3.31,New York
826,58,Male,12.29,5,3.24,4.53,4.52,Chicago
827,35,Female,3.42,10,2.09,0.84,0.49,New York
828,53,Male,8.29,20,2.29,4.84,1.16,Phoenix
829,39,Female,7.08,12,1.28,2.26,3.54,Houston
830,51,Female,12.61,27,3.76,4.73,4.12,Los Angeles
831,25,Male,10.23,22,2.56,3.38,4.29,Phoenix
832,57,Female,5.19,19,1.6,1.51,2.08,New York
833,36,Female,4.37,10,2.98,0.94,0.45,New York
834,59,Male,8.69,25,4.98,1.52,2.19,New York
835,58,Female,3.8,13,2.18,0.47,1.15,New York
836,54,Female,6.78,7,4.6,0.72,1.46,Los Angeles
837,23,Female,6.11,28,1.73,0.52,3.86,Chicago
838,43,Male,2.76,15,0.27,2.11,0.38,Houston
839,51,Female,9.14,23,1.02,3.98,4.14,Los Angeles
840,23,Female,4.94,25,2.09,0.71,2.14,New York
841,54,Female,4.73,7,1.1,0.65,2.98,Los Angeles
842,50,Female,3.67,26,0,3.22,0.45,Phoenix
843,39,Male,7.26,29,4.58,0.99,1.69,New York
844,38,Male,5.16,15,4.22,0.49,0.45,Houston
845,23,Female,9.35,8,3.71,0.83,4.81,New York
846,23,Female,9.5,7,0.84,4.62,4.04,Houston
847,21,Male,7.01,11,0.6,4.11,2.3,Houston
848,47,Male,3.23,29,0.34,1.77,1.12,Chicago
849,28,Female,11.57,18,3.62,3.28,4.67,Chicago
850,47,Male,9.05,4,4.64,2.69,1.72,Los Angeles
851,48,Female,6.34,3,2.15,3.39,0.8,Los Angeles
852,41,Male,6.83,10,0.6,3.41,2.82,Houston
853,26,Male,10.42,21,2.56,3.14,4.72,New York
854,20,Male,3.09,13,1.74,1.33,0.02,Phoenix
855,48,Male,3.26,14,1.87,0.2,1.19,Phoenix
856,57,Female,10.08,14,3.11,2.28,4.69,New York
857,54,Male,8.9,9,3.59,4.45,0.86,New York
858,53,Male,3.97,28,0.55,2.85,0.57,Chicago
859,41,Female,7.19,15,0.18,4.16,2.85,Phoenix
860,48,Male,14.24,29,4.97,4.96,4.31,Houston
861,23,Male,4.37,10,1.16,0.82,2.39,Los Angeles
862,19,Female,8.7,24,0.27,3.46,4.97,Chicago
863,37,Male,7.72,28,0.95,3.37,3.4,Phoenix
864,45,Female,5.46,11,0.19,4.9,0.37,New York
865,28,Female,11.85,9,1.96,4.93,4.96,Phoenix
866,21,Female,9.48,28,4.01,3.43,2.04,Houston
867,32,Female,4.37,23,1.71,1.22,1.44,Chicago
868,23,Male,9,26,2.22,3.99,2.79,New York
869,47,Female,5.44,17,3.38,0.54,1.52,Houston
870,55,Male,6.87,4,2.54,3.9,0.43,Los Angeles
871,19,Male,8.87,25,4.31,4.55,0.01,Chicago
872,32,Male,8.49,22,4.33,1.91,2.25,Houston
873,28,Male,7.38,27,0.05,3.15,4.18,Houston
874,25,Male,8.9,14,3.89,2.15,2.86,New York
875,43,Male,9.49,3,2.3,2.19,5,Los Angeles
876,22,Male,7.92,25,4.94,1.55,1.43,Houston
877,23,Male,7.63,24,2.42,3.81,1.4,Chicago
878,43,Male,10.41,10,4.93,4.68,0.8,Houston
879,21,Male,9.29,7,3.77,4.7,0.82,Phoenix
880,36,Female,3.54,17,1.24,0.87,1.43,Chicago
881,37,Female,11.02,3,2.69,4.37,3.96,Chicago
882,50,Female,13.18,3,4.96,3.69,4.53,Houston
883,37,Male,10.43,27,4.29,1.26,4.88,New York
884,29,Female,1.99,12,0.49,0.34,1.16,Chicago
885,18,Female,9.28,24,3.53,1.34,4.41,Phoenix
886,43,Female,7.93,12,1.73,4.56,1.64,New York
887,31,Male,3.76,23,0.03,3.17,0.56,New York
888,55,Male,9.98,17,2.02,3.61,4.35,New York
889,54,Male,5.64,19,1.17,1.29,3.18,Chicago
890,28,Male,8.51,24,4.09,3.6,0.82,New York
891,53,Female,3.98,8,1.69,0.14,2.15,Houston
892,30,Female,7.46,5,4.14,1.88,1.44,New York
893,20,Female,6.81,15,0,3.13,3.68,Phoenix
894,50,Female,4.54,18,1.54,0.73,2.27,Los Angeles
895,23,Male,10.28,10,1.21,4.12,4.95,Phoenix
896,27,Male,2.62,17,1.17,1.18,0.27,Chicago
897,22,Male,5.38,19,0.34,3.26,1.78,New York
898,40,Female,5.38,19,0.94,2.03,2.41,New York
899,27,Male,8.28,24,2.78,2.98,2.52,Houston
900,19,Male,3.58,28,1.46,0.54,1.58,New York
901,30,Female,5.82,15,2.09,0.08,3.65,Phoenix
902,57,Female,10.8,19,1.88,4.55,4.37,Chicago
903,19,Male,10.42,8,4.38,1.35,4.69,Los Angeles
904,37,Male,12.66,19,4.53,4.1,4.03,New York
905,18,Male,11.71,18,2.46,5,4.25,Los Angeles
906,54,Male,5.46,16,1.65,1.06,2.75,New York
907,26,Male,5.99,15,0.53,1.33,4.13,Chicago
908,34,Male,9.6,8,4.77,3.31,1.52,Phoenix
909,26,Female,7.12,5,0.3,4.83,1.99,Chicago
910,28,Female,7.65,16,1.49,4.58,1.58,Los Angeles
911,32,Female,6.34,16,1.49,2.51,2.34,New York
912,41,Male,7.01,17,1.6,3.98,1.43,Los Angeles
913,55,Female,6.31,10,0.82,0.68,4.81,Phoenix
914,52,Male,10.37,17,3.92,4.89,1.56,Chicago
915,47,Male,5.92,24,0.61,4.82,0.49,Los Angeles
916,48,Female,6.62,29,3.17,0.82,2.63,Los Angeles
917,22,Male,2.41,15,0.62,1.5,0.29,Phoenix
918,31,Male,1.4,19,0.35,0.5,0.55,New York
919,28,Female,7.01,23,4.55,1.36,1.1,Los Angeles
920,26,Female,7.35,26,0.95,4.08,2.32,Phoenix
921,51,Female,8.17,5,4.11,1.89,2.17,New York
922,29,Male,7.16,8,2.72,0.44,4,New York
923,52,Female,5.8,7,0.39,1.71,3.7,Chicago
924,52,Female,11.82,24,4.78,4.91,2.13,Phoenix
925,18,Male,6.05,28,1.23,3.15,1.67,New York
926,57,Female,7.96,19,4.3,2.08,1.58,Chicago
927,39,Female,5.54,25,0.84,0.83,3.87,Houston
928,46,Female,9.46,27,4.27,4.93,0.26,Phoenix
929,25,Male,4.23,4,0.07,4.1,0.06,Houston
